Active,Date Added,Last Active,URL,Price,ZIP,City,Disposition,Details
X,07.05.2024,28.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02963823650qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,07.05.2024,16.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02963979:80qspobkfn.czu.3ll.56/qiq,11900,481!17,čftlê!CveĜkpwjdf,2+kk,|  OV  
X,06.05.2024,06.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02963333440qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,06.05.2024,05.07.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02963225110qspobkfn.czuv.3ll.gsboj.tsbnlb.dftlf.cvefkpwjdf/qiq,13000,481!12,čftlê!CveĜkpwjdf,2+kk,|  OV  |  centrum  
X,06.05.2024,05.07.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0296341:190qspobkfn.czuv.3ll.qbqjsfotlb.dftlf.cvefkpwjdf.22:11.ld.nftjd.49.n3/qiq,11900,481!12,čftlê!CveĜkpwjdf,2+kk,|  po rekonstrukci  |  balk  
X,06.05.2024,02.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02963426820qspobkfn.czuz3ll.5:.n3.{fmf{ojdbstlb.216:6.dftlf.cvefkpwjdf.6.48117.df/qiq,13500,481!17,čftlê!CveĜkpwjdf,2+kk,""
X,03.05.2024,05.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02961991830qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,02.05.2024,15.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02961483860qspobkfn.czuv.3ll.56n3.mpe{jf.46n3.w.vmjdj.difmdjdlfip/qiq,13700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,02.05.2024,16.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029615678:0qspobkfn.czuv.3ll.t.qbslpwbojn.71.n3.dc.empvib.vm/qiq,14000,481!22,čftlê!CveĜkpwjdf,2+kk,""
X,02.05.2024,26.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029615:8370qspobkfn.czuv.3ll.pubwtlb.dftlf.cvefkpwjdf.3.23611.ldnft.58.n3/qiq,12500,481!16,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,01.05.2024,30.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:96:640qspobkfn.czuv.3ll.72.n3.mfefojdlb.dftlf.cvefkpwjdf/qiq,17500,481!17,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,01.05.2024,29.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:828640qspobkfn.czu.3ll.dfousvn.efmojdlb.vm.pe.dfswfodf.3135/qiq,10000,481!12,čftlê!CveĜkpwjdf,2+kk,|  centrum  
X,30.04.2024,30.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:647460qspobkfn.3ll.opwf.isbez.6.lwfuob.v.isbojd.t.sblpvtlfn/qiq,9500,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,30.04.2024,03.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:578420qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,30.04.2024,11.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:726470qspobkfn.czu.3ll.tvdif.wscof.dftlf.cvefkpwjdf/qiq,14000,481!17,čftlê!CveĜkpwjdf,2+kk,|  zateplen  |  plastová okna  
X,29.04.2024,30.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:13:6:0qspobkfn.3ll.opwf.isbez.6.lwfuob.v.isbojd.t.sblpvtlfn/qiq,9500,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,29.04.2024,29.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02959:66910qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,29.04.2024,30.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295:342380qspobkfn.czuv.3ll.t.cbmlpofntlmfq/qiq,10000,481!22,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  balk  
X,28.04.2024,25.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02959613430qspobkfn.czuv.3ll.t.cbmlpofn.mifojdlb.dftlf.cvefkpwjdf.3.23111.ldnft.5/qiq,12000,481!16,čftlê!CveĜkpwjdf,2+kk,|  MHD  |  balk  
X,28.04.2024,24.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02959791480of{obtpw.uzo.obe.wmu.4.ll/qiq,6900,486!12,čftlê!CveĜkpwjdf,2+kk,""
X,27.04.2024,19.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02959314:80qspobkfn.czu.3ll.85.n3.dftlf.wscof.dftlf.cvefkpwjdf/qiq,16500,481!22,čftlê!CveĜkpwjdf,2+kk,""
X,26.04.2024,28.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02958797::0qspobkfn.3ll.opwf.isbez.6.lwfuob.v.isbojd.t.sblpvtlfn/qiq,9500,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,26.04.2024,28.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295872:260qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,24.04.2024,24.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957859710qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,24.04.2024,25.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957851350qspobkfn.3ll.opwf.isbez.6.lwfuob.v.isbojd.t.sblpvtlfn/qiq,9500,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,24.04.2024,25.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957978250qspobkfn.3ll.opwf.isbez.6.lwfuob.czemfoj.v.isbojd/qiq,7000,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,24.04.2024,23.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957979::0qspobkfn.czuv.3ll.65.n.dftlf.cvefkpwjdf.vm.sjfhspwb/qiq,16000,481!12,čftlê!CveĜkpwjdf,2+kk,|  novostavb  
X,24.04.2024,24.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029579:9720qspobkfn.czu.3ll.t.cbmlpofn.vm.ivtpwb.us.dftlf.cvefkpwjdf/qiq,13500,481!22,čftlê!CveĜkpwjdf,2+kk,|  centrum  |  MHD  |  balk  
X,23.04.2024,26.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029576829:0czu.3ll.w.dfousv.dc.hbsb{pwf.tuboj/qiq,17000,481!12,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,23.04.2024,26.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957722590qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,23.04.2024,01.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957721:10qspobkfn.czuv.3ll.56n3.mpe{jf.46n3.w.vmjdj.difmdjdlfip/qiq,13700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,22.04.2024,23.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029568:6210qspobkfn.3ll.opwf.isbez.6.lwfuob.v.isbojd.t.sblpvtlfn/qiq,9500,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,22.04.2024,23.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029568:17:0qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,22.04.2024,21.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02957223320qspobkfn.czuv.opwf.isbez/qiq,13000,484!44,čftlê!CveĜkpwjdf,2+kk,|  OV  |  balk  
X,21.04.2024,03.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029565825903ll.w.spejoofn.epnf.ob.wdfmof/qiq,12000,484!93,čftlê!CveĜkpwjdf,2+kk,""
X,19.04.2024,21.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02955342630qspobkfn.3ll.opwf.isbez.6.lwfuob.v.isbojd.t.sblpvtlfn/qiq,9500,484!44,čftlê!CveĜkpwjdf,2+kk,""
X,17.04.2024,19.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02954767420qspobkfn.czuv.3ll.t.cbmlpofn/qiq,12000,481!12,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,16.04.2024,23.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02953978550qspobkfn.czuv.3ll.55n3.w.vmjdj.publbspwb/qiq,1000,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,16.04.2024,23.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02953973820qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,16.04.2024,23.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02953971920qspobkfn.czuv.3ll.56n3.mpe{jf.46n3.w.vmjdj.difmdjdlfip/qiq,13700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,16.04.2024,22.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02953784790qspobkfn.czuv.3ll.76.n.dftlf.cvefkpwjdf.vm.tspvcbsfotlb/qiq,16500,481!19,čftlê!CveĜkpwjdf,2+kk,|  osobní  
X,16.04.2024,30.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295391:550qspobkfn.czuv.3ll.72.n3.mfefojdlb.dftlf.cvefkpwjdf/qiq,17500,481!17,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,12.04.2024,15.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02951:54310qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,11000,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,12.04.2024,15.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02951:52780qspobkfn.czuv.3ll.56n3.mpe{jf.46n3.w.vmjdj.difmdjdlfip/qiq,13700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,10.04.2024,19.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0295119:490obcj{jnf/qiq,10500,481!18,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,08.04.2024,09.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0294:363410qspobknv.czu.3ll.w.mjtpwf/qiq,13000,484!83,čftlê!CveĜkpwjdf,2+kk,""
X,07.04.2024,11.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02949531110qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,07.04.2024,11.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02949527890qspobkfn.czuv.3ll.56n3.mpe{jf.46n3.w.vmjdj.difmdjdlfip/qiq,13700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,05.04.2024,09.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0294858:240wpmof.jiofe.3ll.nf{pofu.cf{.sl/qiq,18000,484!82,čftlê!CveĜkpwjdf,2+kk,""
X,05.04.2024,04.06.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02948739370qspobkfn.czuv.3ll.w.dfousv.dc/qiq,17000,481!12,čftlê!CveĜkpwjdf,2+kk,|  novostavb  
X,03.04.2024,15.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02947675960qspobkfn.czuz.3ll.58.n3.usipwf.twjoz.fwd.18287/qiq,12000,485!12,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,03.04.2024,10.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02947768330qspobkfn.czuv.3ll.54.n.dftlf.cvefkpwjdf.vm.sjfhspwb/qiq,13000,481!12,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,03.04.2024,21.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02947982850qspobkfn.czuv.3ll.67.n3.t.mpe{jj.w.dftlfn.wscofn.24511.ldnft/qiq,13400,481!16,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,01.04.2024,31.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029465::7403ll.w.dftlzdi.cvefkpwjdjdi.l.qspobknv/qiq,10500,481!19,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,31.03.2024,06.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02946386560qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,31.03.2024,06.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02946384580qspobkfn.czuv.3ll.56n3.mpe{jf.46n3.w.vmjdj.difmdjdlfip/qiq,13700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,29.03.2024,05.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0294543:210qspobkfn.czuv.3ll.nby.3.ptpcz/qiq,13500,481!17,čftlê!CveĜkpwjdf,2+kk,""
X,28.03.2024,28.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029449677:0qspobkfn.czuv.3ll.55.n.dftlf.cvefkpwjdf.vm.mjuwjopwjdlb/qiq,14000,481!12,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  balk  
X,28.03.2024,02.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02944975170qspobkfn.czuv.3ll.55.n.dftlf.cvefkpwjdf.vm.mjuwjopwjdlb/qiq,14000,481!12,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  balk  
X,27.03.2024,21.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029444:1:50qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!12,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,26.03.2024,31.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02943:36:30qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,26.03.2024,26.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02943:13750qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,25.03.2024,28.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02943538230qspobkfn.czuv.3ll.55.n.dftlf.cvefkpwjdf.vm.mjuwjopwjdlb/qiq,14000,481!12,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  balk  
X,24.03.2024,01.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02943182:80qspobkfn.czu.3ll.tvdif.wscof.dftlf.cvefkpwjdf/qiq,19000,481!17,čftlê!CveĜkpwjdf,2+kk,|  zateplen  |  plastová okna  
X,23.03.2024,26.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02942267620qspobkfn.czu.3ll.52/qiq,16000,481!12,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  OV  |  centrum  |  MHD  
X,19.03.2024,08.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0293:4278:0qspobkfn.czu.3ll.uspdopw.dftlf.cvefkpwjdf/qiq,13000,484!23,čftlê!CveĜkpwjdf,2+kk,|  zateplen  |  plastová okna  
X,19.03.2024,25.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0293:584290qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!12,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,18.03.2024,25.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02939:4:860qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,18.03.2024,17.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02939:87870qspobkfn.3ll.tuvefoutlz.czu.sv{pwb.vm.sp{opw.dftlf.cvefkpwjdf.{bisbeb/qiq,6000,481!18,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,18.03.2024,20.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0293:114990qspobkfn.czu.3ll.opwptubwcb.ufsbtb.dftlf.wscof.dftlf.cvefkpwjdf/qiq,13000,481!22,čftlê!CveĜkpwjdf,2+kk,|  centrum  |  novostavb  |  MHD  
X,14.03.2024,09.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02937929710qspobkfn.opwfip.czuv.3ll.tubspnftutlb.d.cvefkpwjdf/qiq,15000,481!15,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  OV  |  centrum  |  novostavb  
X,14.03.2024,04.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02937849:503ll.w.se.t.ufsbtpv.ob.wdfmof/qiq,10000,484!93,čftlê!CveĜkpwjdf,2+kk,|  po rekonstrukci  
X,12.03.2024,18.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02936:97430qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,12.03.2024,19.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02936936810qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!12,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,11.03.2024,10.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029365864:0qspobkfn.czuv.3ll.t.qbsl.tubojn.c.tnfuboz.dc/qiq,13750,481!12,čftlê!CveĜkpwjdf,2+kk,|  osobní  |  centrum  |  MHD  
X,08.03.2024,09.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02935114520qspobkfn.czuv.3ll.w.dftlzdi.cvefkpwjdjdi.vm.kj{oj/qiq,10000,481!21,čftlê!CveĜkpwjdf,2+kk,""
X,07.03.2024,17.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02934796270qspobkfn.czuv.3ll.ufsbtb.qbslpwbdj.tuboj.{bwbejmlb/qiq,13500,481!16,čftlê!CveĜkpwjdf,2+kk,|  novostavb  |  MHD  
X,05.03.2024,17.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02933677160qspobkfn.czuv.3ll.dftlf.cvefkpwjdf/qiq,14000,484!27,čftlê!CveĜkpwjdf,2+kk,""
X,05.03.2024,11.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02933696280qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,05.03.2024,12.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029336:8:50qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,04.03.2024,10.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02933125830qspobknv.3ll.66n3/qiq,10500,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,03.03.2024,02.05.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029324:2630qspobkfn.czuv.3ll.dcvefkpwjdf/qiq,14000,481!21,čftlê!CveĜkpwjdf,2+kk,""
X,03.03.2024,05.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02932589550qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,03.03.2024,04.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029325867:0qspobkfn.czuv.3.ll/qiq,Vtextu,485!12,čftlê!CveĜkpwjdf,2+kk,""
X,01.03.2024,03.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02931696:70qspobkfn.czu.3ll.opwptubwcb.ufsbtb.dftlf.wscof.dftlf.cvefkpwjdf/qiq,13000,481!22,čftlê!CveĜkpwjdf,2+kk,|  centrum  |  novostavb  |  MHD  
X,29.02.2024,02.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029311914:0qspobkfn.czuv.w.se.3ll.dftlf.cvefkpwjdf/qiq,12000,481!21,čftlê!CveĜkpwjdf,2+kk,""
X,29.02.2024,05.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02931236960qspobkfn.czu.3ll.uspdopw.dftlf.cvefkpwjdf/qiq,12500,484!23,čftlê!CveĜkpwjdf,2+kk,|  zateplen  |  plastová okna  
X,28.02.2024,03.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0292:6:2760qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,28.02.2024,03.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0292:7535:0qspobkfn.czu.3ll.53/qiq,10000,481!22,čftlê!CveĜkpwjdf,2+kk,|  po rekonstrukci  |  balk  
X,26.02.2024,05.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02929841320qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,25.02.2024,27.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu029292143:0qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,23.02.2024,16.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02928383210qspobkfn.czuv.3ll.t.cbmlpofn.b.{bisbepv.lbnfooz.vkf{e/qiq,17750,484!92,čftlê!CveĜkpwjdf,2+kk,|  balk  
X,22.02.2024,18.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02927:97670qspobkfn.czuv.3ll.w.dfousv.dc/qiq,17000,481!12,čftlê!CveĜkpwjdf,2+kk,|  novostavb  
X,21.02.2024,22.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02927458760qspobkfn.3ll.vm.tjsplb.dftlf.cvefkpwjdf/qiq,12500,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,20.02.2024,25.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02926959770qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,20.02.2024,20.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02926::59:0qspobkfn.czuv.3ll.gsboj.tsbnlb.dftlf.cvefkpwjdf/qiq,13000,481!12,čftlê!CveĜkpwjdf,2+kk,|  OV  |  centrum  
X,19.02.2024,26.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02926452670qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!12,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,19.02.2024,27.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02926516:80qspobkfn.czuv.3ll.99.n3.difmdjdlfip/qiq,15000,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,18.02.2024,19.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02925947910qspobkfn.czuv.3ll.59n3.ufsbtb.22n3.w.vmjdj.difmdjdlfip/qiq,14700,481!12,čftlê!CveĜkpwjdf,2+kk,""
X,18.02.2024,27.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02926157850qspobkfn.czuv.3ll.ufsbtb.qbslpwbdj.tuboj.{bwbejmlb/qiq,13500,481!16,čftlê!CveĜkpwjdf,2+kk,|  novostavb  |  MHD  
X,16.02.2024,01.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02925156870qspobkfn.czuv.3ll.ndimbkob.dftlf.cvefkpwjdf.3.23:11.ldnft.51.n3/qiq,12900,481!16,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,15.02.2024,15.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02924655880qspobkfn.czuv.3ll.76.n.dftlf.cvefkpwjdf.vm.tspvcbsfotlb/qiq,16500,481!19,čftlê!CveĜkpwjdf,2+kk,|  osobní  
X,14.02.2024,18.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02923:75990qspobkfn.3ll.dftlf.cvefkpwjdf.tsvcfd.tlbseb/qiq,9000,481!17,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,14.02.2024,07.03.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02923:57620qspobkfn.nbmfip.czuv.t.ufsbtpv/qiq,6000,481!12,čftlê!CveĜkpwjdf,2+kk,|  MHD  
X,13.02.2024,05.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02923675680qspobkfn.czu.3ll.mpe{jf.lsdjopwb.tjem.wmubwb.dftlf.cvefkpwjdf/qiq,12000,481!22,čftlê!CveĜkpwjdf,2+kk,""
X,13.02.2024,21.02.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu02923691350qspobkfn.czu.3ll.mpe{jf.lsdjopwb.tjem.wmubwb.dftlf.cvefkpwjdf/qiq,12000,481!22,čftlê!CveĜkpwjdf,2+kk,""
X,13.02.2024,13.04.2024,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0292374:380qspobkfn.czuv.3ll.w.se/qiq,5000,486!12,čftlê!CveĜkpwjdf,2+kk,""
