Active,Date Added,Last Active,URL,Price,ZIP,City,Disposition,Details
X,01.12.2025,08.01.2026,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03226:5:310l.qspobknv.czuv.4ll.vm.lbsmb.jw.:32.dfousvn.nftub.dft/qiq,"<spantranslate=""no"">15000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  |  centrum  
X,27.11.2025,04.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03225288890qspobkfn.czuv.4ll.tvdif.wscof.cf{.sfbmjulz/qiq,"<spantranslate=""no"">13000</span>",481!17,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,26.11.2025,22.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu032247:2280qspobkfn.opwfip.czuv.4ll/qiq,"<spantranslate=""no"">18900</span>",485!12,čftlê!CveĜkpwjdf,3+kk,|  centrum  
X,23.11.2025,25.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03223263440qspobkfn.czuv.4ll.211n3.ufsbtb.imvcplb.obe.wmubwpv/qiq,"<spantranslate=""no"">15700</span>",484!52,čftlê!CveĜkpwjdf,3+kk,""
X,21.11.2025,20.01.2026,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03222189590czu.4ll.t.cbmlpofn/qiq,"<spantranslate=""no"">12000</span>",486!12,čftlê!CveĜkpwjdf,3+kk,|  po rekonstrukci  |  zateplen  |  balk  
X,13.11.2025,01.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03218135620qspobkfn.czu.4ll.72/qiq,"<spantranslate=""no"">21500</span>",481!16,čftlê!CveĜkpwjdf,3+kk,|  OV  |  centrum  |  novostavb  |  MHD  
X,13.11.2025,08.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03217:98:20qspobkfn.czuv.4ll.dftlf.cvefkpwjdf.vm.wsdimjdlfip.obcs/qiq,"<spantranslate=""no"">18000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,""
X,11.11.2025,05.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03216:789904ll.86n3.qpmjlmjojlb.tfwfs/qiq,"<spantranslate=""no"">17390</span>",481!12,čftlê!CveĜkpwjdf,3+kk,""
X,10.11.2025,07.01.2026,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03216859970qspobkfn.czu.4ll.79/qiq,"<spantranslate=""no"">16500</span>",484!52,čftlê!CveĜkpwjdf,3+kk,""
X,10.11.2025,07.01.2026,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03216859670qspobkfn.czu.4ll.95/qiq,"<spantranslate=""no"">18000</span>",484!52,čftlê!CveĜkpwjdf,3+kk,|  balk  
X,10.11.2025,18.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03216858920qspobkfn.czu.4ll.94/qiq,"<spantranslate=""no"">18500</span>",484!52,čftlê!CveĜkpwjdf,3+kk,|  balk  
X,09.11.2025,06.01.2026,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03215:68::0qspobkfn.czuv.4ll.7:.n.imvcplb.obe.wmubwpv/qiq,"<spantranslate=""no"">16500</span>",484!52,čftlê!CveĜkpwjdf,3+kk,""
X,07.11.2025,27.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03215241580qspobkfn.czuz4ll.78.n3.gsboujtlb.kfmfob.397:5.dftlf.c/qiq,"<spantranslate=""no"">17000</span>",481!17,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  MHD  |  balk  
X,07.11.2025,18.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03214:7:360qsptupsoz.twfumz.czu.4ll.t.qbslpwbojn.b.{bisbepv.vqsptusfe/qiq,"<spantranslate=""no"">14000</span>",484!22,čftlê!CveĜkpwjdf,3+kk,|  plastová okna  
X,04.11.2025,17.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0321382:810qspobkfn.czuv.4ll.71.n3.dftlf.cvefkpwjdf/qiq,"<spantranslate=""no"">18000</span>",481!15,čftlê!CveĜkpwjdf,3+kk,|  centrum  |  MHD  |  balk  
X,30.10.2025,01.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03211415460qspobkfn.czuv.4ll.w.spejoofn.epnf.w.vmjdj.b.usbhfsb.w.dftl/qiq,"<spantranslate=""no"">12000</span>",481!21,čftlê!CveĜkpwjdf,3+kk,|  centrum  |  MHD  |  balk  
X,29.10.2025,27.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031::899:60qspobkfn.czuv.4ll.tvdif.wscof.cf{.sfbmjulz/qiq,"<spantranslate=""no"">13000</span>",481!17,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,24.10.2025,10.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:8692580qspobkfn.czuv.4ll.74.n.cf{.sfbmjulz/qiq,"<spantranslate=""no"">13000</span>",484!55,čftlê!CveĜkpwjdf,3+kk,|  zateplen  |  balk  
X,22.10.2025,02.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:7624380qspobkfn.czuv.4ll.t.cbmlpofn.76.n.dftlf.cvefkpwjdf.tmvo/qiq,"<spantranslate=""no"">18000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  MHD  |  balk  
X,20.10.2025,04.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:68:1820qspobkfn.czu.4ll.73/qiq,"<spantranslate=""no"">19800</span>",481!16,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,18.10.2025,17.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:5891:70qspobkfn.4ll.dftlf.cvefkpwjdf/qiq,"<spantranslate=""no"">22000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  balk  
X,17.10.2025,15.12.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:4:8:130l.qspobknv.czu.4ll.p.wznfsf.219.n3.mjejdlb.usjeb.dftlf.c/qiq,"<spantranslate=""no"">16000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,16.10.2025,30.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:4858780qspobkfn.opwfip.busblujwojip.b.qsptupsofip.pw.czuv.4ll.:1/qiq,"<spantranslate=""no"">24999</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  OV  |  centrum  |  MHD  
X,16.10.2025,16.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:4652:60l.qspobknv.czu.4ll.p.wznfsf.219.n3.mjejdlb.usjeb.dftlf.c/qiq,"<spantranslate=""no"">16000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,15.10.2025,15.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:42:2220l.qspobknv.czu.4ll.p.wznfsf.219.n3.mjejdlb.usjeb.dftlf.c/qiq,"<spantranslate=""no"">16000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,12.10.2025,14.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031:2725:30l.qspobknv.czu.4ll.p.wznfsf.219.n3.mjejdlb.usjeb.dftlf.c/qiq,"<spantranslate=""no"">16000</span>",481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,07.10.2025,10.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0319:732240qspobkfn.czu.4ll.73/qiq,19800,481!16,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,06.10.2025,09.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0319:364760qspobkfn.czuv.4ll.t.ufsbtpv.qpupdoj.vm.imvcplb.obe.wmubw/qiq,35000,484!52,čftlê!CveĜkpwjdf,3+kk,""
X,03.10.2025,03.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03198771210{efoz.czu.4ll.t.qp{fnlfn.lpsptflz.opwf.ipnpmf/qiq,15000,481!12,čftlê!CveĜkpwjdf,3+kk,|  plastová okna  
X,01.10.2025,12.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0319784:150qspobkfn.lpnqmfuof.wzcbwfofip.czuv.4ll.t.cbmlpofn.ob.{mbu/qiq,21500,481!16,čftlê!CveĜkpwjdf,3+kk,|  balk  
X,30.09.2025,21.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03197397:70qspobkfn.czuv.4ll.72.n.{mjw.v.dftlzdi.cvefkpwjd/qiq,14500,484!55,čftlê!CveĜkpwjdf,3+kk,|  zateplen  |  MHD  |  balk  
X,30.09.2025,04.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031974297:0qspobkfn.czu.4ll.96/qiq,27500,481!16,čftlê!CveĜkpwjdf,3+kk,|  OV  |  centrum  |  MHD  
X,30.09.2025,09.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03197583470qspobkfn.czuz4ll.93.n3.spibdf.{.evcf.24968.dftlf.cvef/qiq,18000,481!12,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,29.09.2025,13.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03197159210qspobkfn.czu.4ll.81/qiq,18000,481!17,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,26.09.2025,05.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03195643640l.qspobknv.lmjeoz.czu.w.cmj{lptuj.dfousb.dc.4ll.t.cbmlpofo/qiq,14900,481!12,čftlê!CveĜkpwjdf,3+kk,|  centrum  |  novostavb  |  balk  
X,21.09.2025,20.11.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03193238370czu.4ll.t.cbmlpofn/qiq,12000,486!12,čftlê!CveĜkpwjdf,3+kk,|  po rekonstrukci  |  zateplen  |  balk  
X,16.09.2025,25.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0318:938590qspobkfn.4ll.t.cbm.vm.kjspwdpwb.d.cvefkpwjdf/qiq,18950,481!12,čftlê!CveĜkpwjdf,3+kk,|  zateplen  |  balk  
X,16.09.2025,14.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0318:885270qspobkfn.czu.4ll.csbojtpwtlb.dftlf.cvefkpwjdf/qiq,18500,481!16,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  MHD  
X,14.09.2025,01.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0318:172220qspobkfn.czuv.4ll.ob.wftojdj.tf.{bisbepv/qiq,15000,481!12,čftlê!CveĜkpwjdf,3+kk,""
X,13.09.2025,13.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03189527470qspobkfn.czuv.4ll.:4n3.vm.csbojtpwtlb.91222/qiq,6000,481!16,čftlê!CveĜkpwjdf,3+kk,""
X,09.09.2025,15.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03187871870qspobkfn.czuv.4ll.223.n/qiq,20600,481!12,čftlê!CveĜkpwjdf,3+kk,""
X,08.09.2025,15.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031873286:0qspobkfn.czu.4ll.91/qiq,19000,481!12,čftlê!CveĜkpwjdf,3+kk,|  OV  |  centrum  
X,04.09.2025,20.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03185548:60qspobkfn.czuv.4ll.76.n3.dftlf.cvefkpwjdf.tmvofdob.vm/qiq,21000,481!12,čftlê!CveĜkpwjdf,3+kk,|  MHD  |  balk  
X,03.09.2025,26.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03185148690qspobkfn.lpnqmfuof.wzcbwfofip.czuv.4ll.t.cbmlpofn.ob.{mbu/qiq,21500,481!16,čftlê!CveĜkpwjdf,3+kk,|  balk  
X,02.09.2025,02.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03184344730qspobkfn.czu.4ll.77/qiq,18500,484!52,čftlê!CveĜkpwjdf,3+kk,|  osobní  |  OV  
X,02.09.2025,12.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03184692150qspobkfn.czu.4ll.77/qiq,18500,484!52,čftlê!CveĜkpwjdf,3+kk,|  osobní  |  OV  
X,01.09.2025,22.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03184216570qspobkfn.czuv.4ll.qmpdib.:6.n.mplbmjub.dftlf.cvefkpwjdf/qiq,15000,481!12,čftlê!CveĜkpwjdf,3+kk,|  centrum  |  MHD  
X,31.08.2025,16.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031834:5850l.qspobknv.lmjeoz.czu.w.dfousv.dc.4ll.t.cbmlpofo/qiq,14900,481!12,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  balk  
X,29.08.2025,28.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03182792620qspobkfn.czuv.4ll.tvdif.wscof.cf{.sfbmjulz/qiq,13000,481!17,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,29.08.2025,08.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03182854410qspobkfn.czu.4ll.csbojtpwtlb.dftlf.cvefkpwjdf/qiq,18900,481!16,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  MHD  
X,29.08.2025,08.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0318284:440qspobkfn.czu.4ll.csbojtpwtlb.dftlf.cvefkpwjdf/qiq,18000,481!16,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  MHD  
X,26.08.2025,05.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03181543450qspobkfn.qpelspwojip.czuv.4ll.t.mpe{jj.vmjdf.tqpkpwbdj.d/qiq,18000,481!16,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,22.08.2025,22.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031796:7720qspobkfn.{efofip.czuv.4ll.t.cbmlpofn/qiq,18000,481!16,čftlê!CveĜkpwjdf,3+kk,|  balk  
X,13.08.2025,30.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03175:69990l.qspobknv.lmjeoz.czu.w.dfousv.4ll.t.cbmlpofn/qiq,17000,481!12,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  balk  
X,12.08.2025,11.10.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031755:38:0l.qspobknv.czu.4ll.p.wznfsf.219.n3.mjejdlb.usjeb.dftlf.c/qiq,16000,481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,11.08.2025,21.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03174:17370qspobkfn.czuv.4ll.6:n3.w.vmjdj.publbspwb/qiq,13000,481!12,čftlê!CveĜkpwjdf,3+kk,""
X,08.08.2025,18.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03173844970qspobkfn.4ll.vm.ljkfwtlb.dftlf.cvefkpwjdf/qiq,10000,481!16,čftlê!CveĜkpwjdf,3+kk,""
X,05.08.2025,30.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03172472360qspobkfn.czuv.4ll.vmjdf.lbsmb.jw.dftlf.cvefkpwjdf/qiq,17100,481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,04.08.2025,04.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03171:88540qspobkfn.czuv.4ll.vmjdf.lbsmb.jw.dftlf.cvefkpwjdf/qiq,17100,481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,04.08.2025,10.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03171:75460l.qspobknv.czuv.4ll.vm.lbsmb.jw.:32.dfousvn.nftub.dft/qiq,15000,481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  |  centrum  
X,02.08.2025,02.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0316:::6870czu.4ll.obn.qsfnztmb.publbsb.jj.96.dftlf.cvefkpwjdf/qiq,8800,481!12,čftlê!CveĜkpwjdf,3+kk,|  osobní  
X,24.07.2025,06.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031671397:0qspobkfn.opwf.sflpotusvpwbofip.czuv.4ll.64.n3.dftlf.cvef/qiq,17500,481!15,čftlê!CveĜkpwjdf,3+kk,|  plastová okna  
X,24.07.2025,06.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03167139450qspobkfn.opwf.sflpotusvpwbofip.czuv.4ll.73.n3.dftlf.cvef/qiq,18500,481!15,čftlê!CveĜkpwjdf,3+kk,|  plastová okna  
X,21.07.2025,19.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03165661520czu.4ll.t.cbmlpofn/qiq,12000,486!12,čftlê!CveĜkpwjdf,3+kk,|  po rekonstrukci  |  zateplen  |  balk  
X,18.07.2025,22.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03164538230qspobkfn.czuv.4ll.ob.wftojdj/qiq,Dohodou,484!92,čftlê!CveĜkpwjdf,3+kk,""
X,18.07.2025,17.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03164614140qspobkfn.czu.4ll.73/qiq,16000,481!12,čftlê!CveĜkpwjdf,3+kk,|  OV  |  MHD  |  balk  
X,13.07.2025,04.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03162341580czu.4ll.w.spejoofn.epnf.29111.wdfuof.fofshjj/qiq,18000,481!12,čftlê!CveĜkpwjdf,3+kk,""
X,09.07.2025,05.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0315:578480qspobkfn.czu.4ll.825.n3.vm.nbtbszlpwb.imvcplb.obe.wmu/qiq,13500,484!52,čftlê!CveĜkpwjdf,3+kk,""
X,08.07.2025,15.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031599892:0qspobkfn.czu.4ll.dftlf.cvefkpwjdf/qiq,13500,481!19,čftlê!CveĜkpwjdf,3+kk,|  po rekonstrukci  
X,07.07.2025,22.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031596875:0qspobkfn.czuv.4ll.t.ufsbtpv.b.tlmfqfn.epcspwpetlb.vmjdf/qiq,16000,481!17,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,06.07.2025,01.09.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03158826:70qspobkfn.czu.4ll.77/qiq,18500,484!52,čftlê!CveĜkpwjdf,3+kk,|  osobní  |  OV  
X,30.06.2025,03.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03156623420qspobkfn.czuv.4ll/qiq,18500,484!27,čftlê!CveĜkpwjdf,3+kk,""
X,27.06.2025,05.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031553:8570qspobkfn.czuv.4ll.86.n.dftlf.cvefkpwjdf/qiq,22999,481!16,čftlê!CveĜkpwjdf,3+kk,|  centrum  |  novostavb  |  MHD  
X,24.06.2025,20.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031538:2580l.qspobknv.opwf.{sflpotusvpwboz.lmjnbuj{pwboz.czu.4ll.t.q/qiq,17500,481!12,čftlê!CveĜkpwjdf,3+kk,""
X,19.06.2025,01.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0315193:280qspobkfn.wfmjdf.qflofip.czuv.4ll.w.vmjdj.opwb.dftlf.cvefkp/qiq,18500,481!12,čftlê!CveĜkpwjdf,3+kk,|  novostavb  
X,18.06.2025,04.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03151594:20qspobkfn.czuv.4ll.82.n.w.usipwzdi.twjofdi/qiq,10000,485!12,čftlê!CveĜkpwjdf,3+kk,""
X,18.06.2025,30.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03151655680qspobkfn.czu.4ll.825.n3.vm.nbtbszlpwb.imvcplb.obe.wmu/qiq,13500,484!52,čftlê!CveĜkpwjdf,3+kk,""
X,17.06.2025,01.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03151374860qspobkfn.czu.4ll.81n3.dftlf.cvefkpwjdf.3/qiq,20500,481!16,čftlê!CveĜkpwjdf,3+kk,""
X,10.06.2025,09.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031481:4150qspobkfn.czuv.4ll.87.n.wdfmob/qiq,18000,484!93,čftlê!CveĜkpwjdf,3+kk,|  osobní  |  MHD  
X,09.06.2025,27.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031476:7250qspobkfn.czuv.4ll.96.n3.vmjdf.tqpkpwbdj.dftlf.cvefkpwjdf/qiq,18000,481!16,čftlê!CveĜkpwjdf,3+kk,|  MHD  |  balk  
X,07.06.2025,06.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03146774:20qspobkfn.czuv.4ll/qiq,Vtextu,481!12,čftlê!CveĜkpwjdf,3+kk,|  MHD  
X,04.06.2025,26.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03145461:80qspobkfn.czuv.4ll.dftlf.cvefkpwjdf.vm.opwpisbetlb/qiq,19000,481!19,čftlê!CveĜkpwjdf,3+kk,|  novostavb  
X,04.06.2025,03.08.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu031455:5870qspobkfn.obetuboebseojip.czuv.4ll.993.n.c.tnfuboz.dft/qiq,21500,481!15,čftlê!CveĜkpwjdf,3+kk,|  novostavb  |  zateplen  
X,04.06.2025,17.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03145632770qspobkfn.czu.4ll.79n3.dftlf.cvefkpwjdf.3/qiq,14400,481!16,čftlê!CveĜkpwjdf,3+kk,""
X,03.06.2025,15.07.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu0314489:160qspobkfn.czu.4ll.93.n.t.qbslpwbdjn.tubojn.epcsb.wpeb.v.d/qiq,17000,484!27,čftlê!CveĜkpwjdf,3+kk,""
X,28.05.2025,19.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03142149490qspobkfn.opwf.sflpotusvpwbofip.czuv.4ll.64.n3.dftlf.cvef/qiq,17500,481!15,čftlê!CveĜkpwjdf,3+kk,|  plastová okna  
X,28.05.2025,19.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03142148640qspobkfn.opwf.sflpotusvpwbofip.czuv.4ll.73.n3.dftlf.cvef/qiq,18500,481!15,čftlê!CveĜkpwjdf,3+kk,|  plastová okna  
X,23.05.2025,03.06.2025,iuuqt;00sfbmjuz/cb{pt/d{0jo{fsbu03139975860qspobkfn.czuv.4ll.99.n.t.qbslpwbdjn.tubojn.b.tlmfqfn.u/qiq,16000,485!12,čftlê!CveĜkpwjdf,3+kk,|  novostavb  
